CodGeo,Note,nbLsPls,nbLsMes,txVac,txVac3m,txRot,txLsCol,txLsInd,txLs1p,txLs2p,txLs3p,txLs4p,txLs5pp,txLsm30,txLs30a40,txLs40a60,txLs60a80,txLs80a100,txLs100a120,txLs120p,txLsAv49,txLs49a75,txLs76a88,txLs89a00,txLs01a13,txLsAp13,txLsPlai,txLsPlusAv77,txLsPlusAp77,txLsPls,txLsPli,moyLoy,q1Loy,medLoy,q3Loy
QP047007,0,52.0,,,,,,,,"46,2",,,,,50,,,,,,,,,,,,,,,,,"6,74","5,26","6,96","8,14"
QP049001,0,2633.0,,"1,2",,"9,1","92,5","7,5","8,7","17,6","37,1","27,9","8,7","4,9","6,2","28,6","41,4","16,1",,,,"62,1","20,2","7,3","8,3",,,"79,8",17,,"1,8","5,31","4,81","5,13","5,6"
QP049002,0,3526.0,,"1,2",,"7,4","99,3","0,7","8,7","15,3","33,9","27,6","14,5",,"7,2","19,7","47,8","21,6",,,,77,"22,4",,,,,"96,5",,,,"5,03","4,57","4,96","5,31"
QP049003,0,402.0,,"8,9","7,8",7,,,"4,5","24,4","13,4","37,3","20,4",,"4,7","27,6","42,5","12,4",9,,,,,,,,,,,,,"5,49","5,15","5,39","5,79"
QP049004,0,1211.0,,"1,7",,"6,9","93,9","6,1","2,2","15,3","44,5","26,7","11,3",,"1,3","40,5","38,6","17,1","1,6",,,73,,,26,,,"72,1","25,5",,,"5,31","4,5","5,42","5,84"
QP049005,0,2709.0,,"1,5","0,6",8,93,7,"2,2","14,2","36,5","33,6","13,6",,"2,1","25,8","49,8","20,5",,,,88,"7,7","3,8",,,"0,5","95,6","3,4",,,"5,05","4,76","5,07","5,3"
QP049006,0,676.0,,,,"9,4","83,9","16,1","28,7","16,4","26,9","19,7","8,3","23,4","5,3","17,5","36,5","13,6",,,,"5,9","28,8",8,"55,2",,,"16,4","51,9","22,2",,"6,15","5,42","6,26","6,76"
QP049007,0,1051.0,,"1,6",,"10,2","97,5","2,5","12,4",14,"45,5","16,7","11,5","11,5",,"19,3","46,6","17,5","3,1",,,"51,3","26,8","16,8",,,,"78,1","20,2",,,"5,37","4,85","5,2","5,57"
QP049008,0,761.0,,"1,6",,"6,8","93,2","6,8","4,1",12,"36,7","34,6","12,7",,,"23,7",51,"13,3","5,8",,,"85,8","7,9",,,,,"91,2","4,9","2,5",,"4,27","3,65","4,08","4,91"
QP049009,0,735.0,,,,"9,2","93,2","6,8","6,4","15,9",42,"27,3","8,3",,6,"16,3","64,8",9,,,,"91,2",,,"4,8",,,"91,8","3,7","2,7",,"4,57","4,19","4,46","4,83"
QP049010,0,839.0,,,,"10,2","94,5","5,5",8,"22,8","26,6","32,4","10,3",,"8,7","21,6","50,1","17,5",,,,"74,1",,"17,6",,,,74,"22,8",,"1,7","4,72","4,46","4,59","4,81"
QP049011,0,761.0,,"1,7",,"14,9",,,11,"19,2","39,7","22,5","7,6",,"8,7","34,6",46,8,,,,"98,6",,,,,,"62,4",,"36,1",,"5,2","4,57","4,97","5,47"
QP049012,0,973.0,,,,8,,,"7,3","15,5","52,7","20,7","3,8",,"6,1","12,6","59,7","19,3",,,,"33,9","64,7",,,,,"79,9","16,2",,,"4,57","4,14","4,48","4,87"
QP049013,0,1785.0,24.0,"3,1","0,9","14,4","79,1","20,9","2,9","17,3",42,"27,9","9,9",,"5,3","23,5","48,8","19,2",,,,"68,4","16,7",,"4,3","6,1","4,6","82,9","8,1","0,9","3,5","4,92","4,48","4,82","5,27"
QP050001,0,622.0,,3,,"9,1","81,5","18,5","6,3",18,"27,3","44,7","3,7",,"9,3","25,1","61,4",,,,,"85,5","9,6",,,"2,4","2,7","95,2",,,,"4,16","3,77","3,94","4,48"
QP050002,0,1019.0,,"2,8",,"12,3","96,9","3,1","6,5","16,8","36,3","33,3","7,2",,,"18,4","53,2","21,9",,,,"72,7","19,8",,,,,"92,5",,,,"3,51","3,09","3,35","3,8"
QP050003,0,721.0,,"5,7","2,9","14,3",,,"12,1",20,"32,5","27,9","7,6",,8,"30,8","46,9","9,6",,,,"93,2",,,,,,"93,1",,,,"4,21","3,83","4,1","4,32"
QP050004,0,740.0,,"5,7","3,2","8,5","88,2","11,8",,,"45,9","34,3","9,9",,,"11,5","72,2","14,7",,,,"71,4","26,4",,,,,88,,,,"4,08","3,71","3,99","4,31"
QP050005,0,3362.0,,"5,6","3,9","11,1","99,5","0,5","4,9","19,7","43,4","28,9","3,1",,"3,8","20,8","57,6","15,6","1,8",,,"79,5","16,3",,"3,8",,,"94,5","4,2",,,"4,38","4,06","4,21","4,68"
QP050006,0,810.0,,"5,4","4,1",9,"78,5","21,5",,"18,1","35,3","32,2",,,"10,6","22,8","40,7","21,9",,,,"47,7","32,8","14,6",,,,,"52,3",,,"5,02","4,81","5,11","5,35"
QP050007,0,692.0,,"3,8",,"11,2",96,4,"2,6","15,8","42,5","23,7","15,5","2,2","12,1",41,"32,1","10,8",,,,"71,2","25,9",,,,,"78,2",,,,"4,7","4,11","4,74","5,42"
QP051001,0,1499.0,,,,"13,3","98,3","1,7","3,3","12,8","41,4","32,3","10,3",,"1,7","31,8","39,6","19,3","6,2",,,"87,2",,"2,5","8,1",,"1,8",86,"8,5","2,1","1,6","4,6","4,07","4,53","5,03"
QP051002,0,1658.0,,,,"10,6",,,"2,3","25,9","38,5","29,1","4,2",,"2,4","40,5","41,9","13,7",,,,,,,,,,"99,3",,,,"4,54","4,12","4,55","4,81"
QP051003,0,5193.0,,"11,8","8,5","8,2",,,"14,3","13,1","31,6","33,7","7,3","11,7",,"12,9","43,2","21,8","7,5",,,"85,8",,,"9,6","3,9","1,1","86,5","3,2","8,5","0,7","4,58","3,91","4,39","5,1"
QP051004,0,5514.0,,"2,3",1,"11,4","92,7","7,3","8,1","14,8","37,6","29,3","10,2","6,7",1,20,"36,4","26,4","8,8","0,7",,"74,2",7,,"9,9","5,3","2,2","72,5","21,3","3,2","0,9","5,23","4,57","5,05","5,82"
QP051005,0,1609.0,,"7,5","4,8","8,2","89,5","10,5","1,2","7,1","42,6","31,3","17,8",,"0,9","18,4","49,2","24,8",6,,,"88,3",,,"5,8","5,1",,"88,2","5,5","3,4",,"5,24","4,89","5,13","5,42"
QP051006,0,1183.0,,"12,2","7,8","8,2","99,1","0,9","1,1","5,8","51,8","33,5","7,8",,,"48,9",42,"4,4","2,5","1,2",,"97,2",,,,,,"84,8",,,"12,4","5,14","4,69","4,95","5,35"
QP051007,0,427.0,,"11,8","8,6","6,9",,,,,"45,2","32,6","11,7",,,"20,6","42,6","27,9",,,,"62,3","32,3",,,,,"94,6",,,,"5,28","4,71","5,12","5,84"
QP051008,0,498.0,,"8,4","5,4","8,6","84,5","15,5",,,"26,9","26,3","25,9",,,"19,5","51,8","25,1",,,,96,,,,,,"93,6",,,,"4,27","3,91","4,23","4,5"
QP051009,0,529.0,,"2,2",,"11,6",76,24,,"21,9",,"22,5",35,,,"21,4","31,2","28,7","14,4",,,"74,3","20,6",,,,,"73,5",24,,,"5,18","4,82","5,26","5,72"
QP051010,0,840.0,,,,"5,1","91,7","8,3","6,3","11,2","34,3","20,4","27,9",,,"14,4","47,7","27,7","6,5",,,"82,5",,,"6,5","8,6",,"82,5","7,1",,"8,9","4,59","4,1","4,32","4,97"
QP051011,0,745.0,,"21,2","13,2","10,7","92,6","7,4","4,7","18,8","27,1","41,3","8,1",,"5,9","26,7","53,4","11,4",,,,"92,5",,,,4,,"91,1","5,9",,,"4,71","4,06","4,97","5,23"
QP051012,0,1518.0,,"3,2","1,3","13,9",96,4,3,"22,1","40,3","26,4","8,2",,"2,5","23,9","56,6","13,4",2,,,87,"12,3",,,,,"99,1",,,,"4,86","4,52","4,83","5,18"
QP052001,0,1052.0,,"11,1","8,1","10,1",,,"10,9","23,1","33,7","23,3","8,9",,,"24,6","53,9","11,5",,,,"79,5",,,,,,,,,,"4,52","4,16","4,49","4,84"
QP052002,0,700.0,,"7,3","4,8","8,9",,,"4,1","26,3","42,7",23,"3,9",,,"55,4","34,4","5,3",,,,"91,6",,,,,,"91,6",,,,"4,76","4,56","4,89","5,05"
QP052003,0,531.0,,9,"8,2","11,6",,,,"14,1","39,2","32,4",,,,"23,7","58,2","14,5",,,,,,,,,,,,,,"4,38","4,2","4,48","4,72"
QP052004,0,3271.0,,"12,2","9,9","11,6","96,6","3,4","5,9","21,3","35,8","27,7","9,3",4,"5,3","33,4",34,"20,1","2,5","0,7",,85,,,"12,7","1,7",,"80,4","13,1",,"5,6","4,6","4,57","5,01","5,58"
QP053001,0,632.0,,,,"12,7",,,,18,"34,8","37,7",,,,"30,7",62,,,,,"96,8",,,,,,"96,8",,,,"4,94","4,69","4,88","5,07"
QP053002,0,899.0,,"2,4",,"15,4",,,"6,3","10,8","37,8","30,7","14,3",4,,"16,6","56,1","21,5",,,,,,,,,,,,,,"3,9","3,65","3,84","4,11"
QP053003,0,1308.0,,"6,7","3,8","9,1",,,"5,2","21,7","36,4","28,5","8,2","2,7","1,9","32,3","49,1","12,6",,,,"84,8","12,3",,,,,"94,3",,"2,9",,"4,82","4,15","4,66","5,32"
QP054001,0,460.0,,,,"8,1",,,"3,7","10,9","44,1","32,6","8,7",,,"25,7","60,2","10,4",,,,,,,,,,,,,,"5,09","4,91","5,06","5,19"
QP054002,0,440.0,,"3,3",,"9,2",,,"10,2","6,4","41,6","37,5","4,3",,,"10,5","58,4","18,9",,,,"58,2","28,6",,"9,1",,,"86,1",,,,"5,03","4,54","4,94","5,32"
QP054003,0,363.0,,,,4,"91,2","8,8",,,"61,7","20,7","10,5",,,"63,6","23,1",,,,,,,,,,,"90,4","6,6",,,"5,51","5,38","5,62","5,98"
QP054004,0,678.0,,,,6,"96,8","3,2","21,2","10,8","35,4","29,5","3,1","16,8",8,"22,7","45,1",,,,"17,6","76,4",,,,,,"88,3","9,9",,,"5,15","4,64","5,05","5,62"
QP054005,0,940.0,,,,"8,1","59,6","40,4","1,7","20,7","24,8","37,2","15,5",,,"21,2","33,5",41,"2,9",,,82,"8,5",,"6,3",,,"90,6","8,2",,,"4,95","4,54","5,04","5,14"
QP054006,0,393.0,,,,"7,7",,,"3,1","27,2","30,5","29,3","9,9",,,"30,8","50,4","15,8",,,,"54,7",27,,,,,"81,7",,,,"5,56","5,12","5,36","5,92"
QP054007,0,417.0,,,,"10,4",,,"3,1","10,8","45,8","27,8","12,5",,,"16,8","48,4","27,3","3,4",,,,82,,,,,,58,,,"5,32","4,56","5,14","5,94"
QP054008,0,263.0,,,,"9,6",,,,,"38,8","35,4","17,9",,,"14,8","58,9","19,4",,,,84,,,"8,4",,,84,"10,6",,,"5,21","4,73","5,11","5,46"
QP054009,0,316.0,,"4,7","3,7","10,1",,,"10,4","18,7","41,8","21,2","7,9",,"4,7","22,8","43,7",19,"6,3",,,"26,9","33,5","11,4","20,3",,"7,3",,"87,7",,,"5,33","4,91","5,29","5,78"
QP054010,0,537.0,24.0,"11,7","8,1","14,1","97,6","2,4",,,"33,5","34,5","16,2",,,"15,1","61,3","18,6",,,,"88,5",,,,,,"87,3","10,6",,,"4,97","4,6","4,79","5,2"
QP054011,0,640.0,,"3,8","2,5","13,1",,,"4,8","20,8","30,8","32,7","10,9",,,"30,2","35,9",20,"9,1",,,,,,,,,,,,,"4,91","4,51","4,68","5,23"
QP054012,0,761.0,,,,"8,2","98,4","1,6","20,1","27,1",18,"21,4","13,4","8,8",13,"25,8","33,4","15,8",,,,"84,6",,,,"9,1",,"84,6",,,,"5,46","4,85","5,31","5,91"
QP054013,0,1090.0,,"2,6",,"17,5",,,"13,2","9,7","38,1","33,3","5,7","13,1",,"45,5","34,7","4,1","1,5",,,,,,,,,"85,5",,,,"5,52","5,16","5,35","5,67"
QP054014,0,1479.0,,,,"8,7",,,"2,8","8,7","37,6","40,4","10,5",,,"11,6","56,4","26,7","3,2",,,"92,9",,,,,,,,,,"5,1","4,67","5,02","5,44"
QP054015,0,2578.0,,"1,2",,"6,6","97,2","2,8","20,5","24,6","27,3","18,6",9,,"17,5","27,7","38,5","11,9","3,5",,,"73,1",,,,,,"62,1","36,3",,"0,9","5,62","5,12","5,62","6,16"
QP054016,0,5142.0,,"0,9","0,4","8,7","96,8","3,2",8,"18,7","38,1","27,7","7,5","2,3","7,1","20,4","53,8","13,8","2,2","0,3",3,"88,7","5,1","1,1","0,9","1,3","0,5","88,6","9,2","1,4","0,4","5,33","4,87","5,16","5,61"
QP054017,0,646.0,50.0,"4,5","3,7","10,4","96,3","3,7",,15,"39,2",37,,,,"18,3","50,3","27,9",,,,41,"19,7",,"5,6","28,9","1,9","43,2","41,5","10,8","2,6","5,96","4,98","5,66","6,8"
QP054018,0,458.0,,3,,"8,7","87,6","12,4","7,6","6,3","22,7","48,9","14,4",,"7,6","11,8","64,4","9,6",,,,"76,4",,,"13,5",,,"78,2",,,,"5,13","4,7","4,96","5,37"
QP055001,0,1094.0,,"9,2","6,9","11,4",,,"8,1","27,1","29,3","31,1","4,3",,"7,6","28,1","55,2","7,6",,,,"75,3","23,4",,,,,"95,9","2,8",,,"4,79","4,37","4,64","5,17"
QP055002,0,784.0,,"7,8","6,2","10,7",,,,"12,8",33,"44,8",,,,"21,2",54,"20,5",,,,63,"30,1",,,,,"93,1",,,,"4,82","4,56","4,82","5,06"
QP055003,0,666.0,,"5,7","3,8","12,8","97,4","2,6",,"15,9","40,4","29,1",,,,"29,7","51,4","11,3",,,,"85,1","8,6",,"2,1","2,4",,"85,1","13,1",,,"4,91","4,69","4,82","5,06"
QP056001,0,634.0,,,,"7,6","97,8","2,2",,"16,1","37,5","37,1",,,,23,"59,9",,,,,"51,7","15,8",,"26,7",,,"67,5","24,4",,,"4,86","4,32","4,6","5,26"
QP056002,0,295.0,,,,"17,7",,,,"12,2","32,5","41,7",,,,"12,2","45,1","36,3",,,,,,,,,,,,,,"4,21","4,04","4,24","4,43"
QP056003,0,902.0,,,,"12,8","98,8","1,2","6,7","16,6","37,8","27,4","11,5",,"5,9","16,4","50,6","23,6",,"2,2",,"48,7","34,1","8,2",,"6,8",,"62,3","31,7",,,"5,22","4,41","4,91","5,97"
QP056004,0,639.0,,"3,1",,"6,7",,,,"20,5","43,3",34,,,,,"53,8","24,7",,,,"85,9",,,,,,,,,,"4,61","4,35","4,62","4,86"
QP056005,0,855.0,,"1,8",,"11,3",,,"8,4","27,7","48,4","11,8","3,6",,"14,7","48,8","26,9","4,9",,,,"81,3","11,3",,"5,4",,,"81,3",,,,"5,32","4,86","5,15","5,76"
QP056006,0,822.0,,"4,1","2,3","6,5",,,"1,8","18,9","23,4",33,23,,,"18,9",38,37,"4,4",,,"94,9",,,,,,"94,9","3,5",,,"4,66","4,32","4,46","4,97"
QP056007,0,594.0,,"3,2","2,1",3,,,"3,5",12,"32,3","45,5","6,7",,,"26,1","51,9","18,5",,,,87,,"6,7",,,,87,"8,4",,,"5,06","4,82","4,9","5,16"
QP056008,0,1131.0,,"18,8","17,8","8,3",,,,,"26,5",50,,,,,"62,3","36,3",,,,,,,,,,,,,,"4,1","3,91","4,09","4,26"
QP056009,0,1406.0,,"1,5",,"10,5","98,3","1,7","1,1","18,8","27,8","39,5","12,8",,,"18,4","63,2","15,8","1,4",,,"87,2","3,5",,"6,2",,,"82,1",,,,"4,47","4,04","4,18","4,77"
QP057001,0,121.0,,,,,,,,,"30,6","37,2","15,7",,,,"36,4",38,"14,9",,,,"85,1",,,,,,76,,,"5,12","4,96","5,09","5,35"
QP057002,0,2191.0,30.0,"1,7",,"10,8","96,7","3,3",,,"40,4","42,6","12,1",,,"31,2","53,9","14,3",,,,"91,6",,,,"5,2","2,3",,"83,4",,"12,5","5,43","5,13","5,56","5,88"
QP057003,0,931.0,,"4,7","3,8","5,3",,,,,"30,4","36,5","27,1",,,"17,4","53,7","27,7",,,,,,,,,,"56,5","41,1",,,"4,8","4,3","4,54","5,25"
QP057004,0,399.0,,"9,2","8,6","4,9","60,7","39,3",,,"27,8","49,4","13,3",,,,"49,1","27,3",,,9,"38,6","28,6",18,,,,"50,6","29,3",,,"4,69","4,29","4,57","5,18"
QP057005,0,1201.0,,"2,3",,"8,7","97,9","2,1","2,8","9,8","36,7","35,3","15,3",,,"22,8","52,9","19,2","2,7",,,"83,8",,,"14,2",,,"83,8",,,,"5,44","4,66","5,44",6
QP057006,0,585.0,,3,,"8,2","95,2","4,8",,,"32,6","48,7","14,4",,,"31,8","60,7","5,1",,,,"76,8","18,5",,,,,"94,7",,,,"5,57","5,27","5,48","5,98"
QP057007,0,940.0,,"4,1","3,2","6,7",,,"3,7","15,7","37,2","28,7","14,6","2,8",,"48,6","32,1",15,,,,"86,3",,,,"7,2",,"75,6","17,4","4,1",,"5,76","5,07","5,66","6,08"
QP057008,0,599.0,,"5,7",4,"7,1","96,7","3,3","8,5","21,9","44,6","15,7","9,3",6,"6,2","26,9","44,6","14,4",,,,"96,7",,,,,,,,,,"4,66","4,26","4,61","4,82"
QP057009,0,531.0,,"12,4","10,5","8,5",,,,,"33,3","49,5",,,,"17,3","57,4",20,,,,,,,,,,"16,9","78,5",,,"5,36","4,86","5,51","5,66"
QP057010,0,470.0,,"4,4","2,6","8,3",94,6,,,"42,6",33,13,,,10,"71,5","10,4","5,7",,,66,"24,3",,,,,83,,,,"4,63","4,45","4,63","4,85"
QP057011,0,309.0,,"7,5","6,8",9,"86,4","13,6",,,"32,4","31,4","17,8",,,"16,5",34,"24,6","16,5",,"31,4",,"32,4","24,3",,,"13,9",,"76,4",,,"5,11","4,25","4,88","5,93"
QP057012,0,1086.0,,"7,2","6,1","9,2","97,9","2,1","2,2","5,3","33,8","53,8","4,9",,,"26,6","57,4","13,4",,,,"72,5","26,4",,,,,"33,2","59,9",,"5,7","5,18","4,52","5,36","5,86"
QP057013,0,377.0,,,,"10,6",,,,,"19,6","61,3",,,,"68,7",,,,,,"97,1",,,,,,"93,1",,,,"5,82","5,68","5,81","5,93"
QP057014,0,548.0,,,,"12,1",,,,,"36,1","59,7",,,,"13,1","81,4",,,,,"92,5",,,,,,,"89,4",,,"5,59","5,25","5,65","5,81"
QP057015,0,1294.0,,"11,1","9,4","10,8",,,"2,6",10,41,"36,6","9,8",,,"22,2","55,6","19,2",,,,"76,6","22,4",,,,,"43,8","50,1",,,"5,27","4,51","5,42","6,12"
QP057016,0,475.0,,"3,9","3,1",9,"44,2","55,8",,,"21,5","20,2","46,3",,,"11,6","27,4","38,3","18,1",,,,"97,7",,,,,,"61,9",,,"5,15","4,37","5,53","5,71"
QP057017,0,495.0,,"4,7","4,4","7,5",,,,,"31,7","39,4","25,7",,,"14,3",60,23,,,,,,,,,,"51,9",,,,"4,88","3,78","4,41","6,22"
QP057018,0,1411.0,,"12,5","10,9",12,"99,2","0,8",,,43,"32,5","13,7",,"8,2","49,4",26,"12,4",,"2,1",,"94,4",,,"3,7",,,79,,,,"5,71","5,34","5,73","6,06"
QP057019,0,577.0,,,,"8,9",,,"4,2","20,5","28,4","33,4","13,5",,,,31,"22,5",25,"12,8",,"68,6",,"16,1",,,,"68,6","26,9",,,"4,39","3,77","4,24","4,9"
QP057020,0,3026.0,,"9,8","7,1",6,"99,5","0,5","7,4","9,1",30,"38,7","14,7","2,5","4,2","15,3","49,4","23,8","4,3","0,4",,"92,3",6,,"1,1",,,98,,,"1,1","5,11","4,74","5,04","5,38"
QP057021,0,403.0,,"28,2","26,6",,,,,"26,8","36,2",,"20,8",,,"60,8","15,9","11,4",,,,,,,,,,"83,9",,,,"5,28","4,85","5,27","5,53"
QP057022,0,928.0,,"26,4","24,8","3,1",,,,"11,7","48,9",30,,,,"40,4","44,2","7,8",,,,"87,1","7,3",,,,,"89,9",,,,"5,41","5,04","5,31","5,84"
QP057023,0,2716.0,,"2,3","1,3","8,5","93,4","6,6",7,"15,3","32,4","28,9","16,4","1,3",5,"17,5","50,3","22,2","2,5","1,3",,"73,6","17,6",,"5,9",,,"87,2","10,6","1,4",,"4,81","4,21","4,61","5,1"
QP057024,0,387.0,,,,"10,2","95,1","4,9",,,"47,3","27,1","17,8",,,,"64,9","18,1",,,,,,,,,,"15,8","73,4",,,"5,46","5,08","5,46","5,56"
QP058001,0,792.0,,8,"4,5","10,5","93,9","6,1","1,6","12,1","44,6","33,2","8,5",,"6,1","25,1","56,8","8,8",,,,"90,7",,,"6,1",,,"71,3","25,3",,,"4,97","4,63","4,81","5,37"
QP058002,0,1142.0,,"37,3","33,5","6,6",,,"4,3","15,3","43,8","28,9","7,7",,,"51,6","35,4","8,8",,,,,,,,,,"85,6",,,,"4,75","4,57","4,7","4,96"
QP058003,0,844.0,,"4,7","2,9",11,,,"6,8","16,7","46,9","24,4","5,2",,"7,3","21,3","66,1",,,,,"84,4",,,,,,"98,5",,,,"4,53","4,36","4,47","4,65"
QP058004,0,785.0,,"11,7","9,7",11,,,"10,4","17,2","45,6","17,6","9,2",,,"20,6",52,"19,6",,,,"53,2",,,,,,"53,2",,,,"4,66","4,27","4,52","4,94"
QP058005,0,828.0,,"24,9","23,1","11,1","97,7","2,3","5,9","21,1","39,9","26,2","6,9",,,"23,7","61,1","11,2",,,,"65,7","32,9",,,,,"75,8","19,8",,,"4,81","4,14","4,72","5,28"
QP059001,0,282.0,,,,"19,5",,,,17,"11,7","62,4",,,,"19,1","20,6","52,5",,,"55,7",17,"20,2",,,,,"67,4",,,,"5,32","4,59","5,49","5,98"
QP059002,0,509.0,,,,"10,6","44,6","55,4","3,3","13,6","54,6","21,4","7,1",,,"14,5","63,3","11,6","7,1",,"26,7",,57,,"6,9","5,7","3,7","19,4","73,7",,,"5,78","5,15","5,78","6,18"
QP059003,0,423.0,,,,"6,6",,,,,27,43,"21,7",,,"13,7","46,3",34,,,"23,9","7,6","18,9","24,6","11,1","13,9","9,2","8,5","73,8",,,6,"5,42","6,08","6,59"
QP059004,0,860.0,,"1,7",,"13,2",,,"7,4","27,8","28,8","26,9","9,1",,"5,7","28,8","41,3","21,5",,,,"89,7",,,,,,,,,,"5,93","5,46","5,77","6,04"
QP059005,0,708.0,,,,"8,7","44,4","55,6",2,"22,6","30,4","28,8","16,2",,,"22,3","36,2","27,8","10,2",,"27,3","19,4","20,8","19,6","9,3","3,7","10,3","15,8","71,6",,,"5,67","4,99","5,78","6,38"
QP059006,0,658.0,,,,"4,5",,,,"16,6","15,7","53,5",,,,"20,8","41,6","19,3",,,"62,9","11,9",16,,,,"4,1",,"88,6","5,5",,"5,53","4,69","5,73","6,05"
QP059007,0,1096.0,,,,"8,3","9,1","90,9",,"13,1","22,4","53,8",,,,"29,2","32,8","33,3","3,3",,65,"20,2","1,8","8,1","1,6","3,4","5,1",,"84,1","9,3",,"5,89","5,27","5,9","6,67"
QP059008,0,695.0,,,,"12,5","78,7","21,3",,"16,7","41,4","28,8",,,,"35,4","51,2","7,9","3,6",,,"83,3","10,9",,,,,"90,5","6,9",,,"5,62","5,17","5,54","5,95"
QP059009,0,652.0,,,,"7,6","96,9","3,1","4,1","31,1",42,"18,4","4,3",,"2,1","50,5","32,7",8,"4,6",,,"68,9","21,5",,"7,2",,,"66,3","27,1",,,"5,65","4,96","5,75","6,07"
QP059010,0,185.0,,,,"13,3","34,6","65,4",,,"35,7","45,4","11,9",,,,"48,1","31,9",13,,,"42,7","32,4","16,2",,,,,"57,3",,,"6,23","5,83","6,3","6,73"
QP059011,0,340.0,,,,"11,7","82,1","17,9","6,8","11,2","33,5","39,4","9,1",,"5,3","16,2","60,9","14,4",,,,"49,4",,,,,,,"50,6",,,"5,61","5,3","5,62","5,85"
QP059012,0,247.0,,,,11,"50,6","49,4",,"24,7",,"36,4","18,6",,,"24,7","42,5","23,5",,,,,"57,9","22,3",,,,"19,4","60,7",,,"5,68","5,29","5,94","6,5"
QP059013,0,437.0,,,,"6,9","36,2","63,8","10,3","12,6","26,3","43,5","7,3",,"10,3","19,9","19,2","44,9",,,,"54,2","18,1",,"19,7",,,"54,2","42,1",,,"5,12","4,59","5,05","5,78"
QP059014,0,921.0,,,,"10,7","79,2","20,8","5,4",18,32,"24,1","20,4",,"4,9","20,8",41,"28,7",,,,"56,2",33,,5,,,"88,2",,,,"5,11","4,56","5,06","5,63"
QP059015,0,394.0,,"11,2","7,8",,"94,7","5,3","9,6","9,1","41,9","34,3","5,1",,,"16,8","59,9","15,2",,,,"77,7","15,7",,,,,"78,2","18,3",,,"5,35","5,08","5,21","5,55"
QP059016,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP059017,0,666.0,,"2,4",,"6,1",,,,"29,3","39,2","26,4",,,,"63,2","32,1",,,,,,,,,,,,,,,"5,2","4,86","5,6","5,96"
QP059018,0,308.0,,,,"9,2","95,5","4,5",,"20,5","43,8","30,5",,,,"21,1","55,2","20,1",,,,"31,5",51,,,"9,4",,"81,2","10,7",,,"5,28","4,7","5,17","5,5"
QP059019,0,922.0,20.0,"1,9",,"8,1","50,2","49,8","4,3","13,7","31,9","29,2","20,9",,,"10,1","40,9",32,"9,1","3,7",3,"26,4","35,6","17,6","3,1","14,3","3,9",48,"45,8",,,"5,37","4,89","5,52","5,82"
QP059020,0,537.0,,,,7,,,"7,3","22,3","49,9","14,9","5,6",,"7,3","37,8",49,,,,,"50,3",,,,,,,,,,"5,84","5,5","5,67","6,08"
QP059021,0,2186.0,18.0,"1,9","0,8","8,2","58,1","41,9","3,3","17,6","35,9","30,9","12,4","1,8","1,6","18,3","44,1","25,6","7,5",1,"12,5","31,5","24,4","9,7","19,3","2,7","3,3","41,1","51,5","3,2","0,9","5,64","5,11","5,76","6,12"
QP059022,0,755.0,,,,"5,5","5,2","94,8",,"12,3",25,"60,4",,,,"22,6","53,1","22,4",,,"75,4","16,2",,,,"6,5",,"20,8","73,9",,,"5,72","5,38","5,79","6,1"
QP059023,0,417.0,,"2,9",,"11,5","71,7","28,3",,"22,3","42,2","30,7",,,,"19,7","58,8","15,8",,,"54,4",,"35,7",,"6,7",,,,95,,,"5,81","5,33","5,86","6,34"
QP059024,0,365.0,,"12,3","7,6","7,6","71,5","28,5",,"28,8","33,2",23,,,,"44,7","38,6",,,,"9,9",86,,,,,,"86,3","7,1",,,"5,9","5,16","5,9","6,11"
QP059025,0,282.0,,,,5,"18,4","81,6",,"30,9",39,,,11,"11,3","22,7","45,4",,,,34,"46,5",,,,"15,2",11,,"78,4",,,"5,78","5,04","5,88","6,48"
QP059026,0,126.0,,,,,,,,,,"70,6",,,,,"76,2",,,,"57,1",,31,,,,,31,"54,8",,,"5,57","5,38","5,4","5,88"
QP059027,0,699.0,,,,"3,5",,,,,"34,3","53,1",,,,"12,6","66,7","13,7",,,"58,9","25,2",,,"10,7","3,4",,20,"67,5",8,,"5,71","4,8",6,"6,44"
QP059028,0,445.0,,,,"5,7","32,6","67,4",,,20,"33,9","35,3",,,11,"52,1","30,8",,,"31,2","53,9","10,6",,,,,"62,9",,,,"5,55","5,06","5,49","5,76"
QP059029,0,500.0,,,,"13,4",,,,,"45,4","31,2",,,,,"51,2","25,6",,,,,"94,6",,,,,"91,4",,,,"5,69","5,24","5,79","6,11"
QP059030,0,1455.0,,"7,7",6,5,"51,3","48,7","1,4","26,5",39,"19,9","13,2",,"3,6","35,7","38,6",20,"1,2",,"3,4","76,9",,,"14,2","4,6",,"80,1","18,7",,,"5,34","4,9","5,3","5,74"
QP059031,0,891.0,,,,"7,1","63,6","36,4",,"17,2","34,6","31,8",,,,"16,6","56,6","19,1","4,2","1,8",,"50,4",,"18,3",25,"3,9","5,6","50,2","35,9","6,7","1,6","5,73","5,14","5,47","6,14"
QP059032,0,251.0,22.0,,,"10,7","33,9","66,1",,"14,7","28,3","52,6",,,,"13,9","40,6",41,,,"52,6",,,"19,1","8,4","14,3","8,8",,"67,3","18,3",,"6,08","5,64","6,18","6,54"
